,fuelType_Clusters,tripsTaken_Clusters,dailyRate_Clusters,vehicleMake_Clusters,vehicleType_Clusters,vehicleAge_Clusters
2693,1,0,3,1,0,3
2694,0,3,3,2,0,0
2695,1,0,3,1,0,3
2696,0,3,1,0,0,3
2697,0,3,1,2,1,3
2698,0,2,1,2,0,1
2699,0,1,1,2,0,4
2700,1,0,3,1,0,3
2701,0,2,3,1,0,3
2702,1,4,3,1,0,3
2703,0,1,3,4,1,0
2704,0,0,1,4,1,0
2705,0,2,1,0,0,4
2706,0,0,0,2,0,3
2707,0,1,3,2,0,1
2708,0,3,3,3,1,0
2709,0,0,3,2,1,3
2710,1,0,3,1,0,3
2711,0,0,3,2,1,0
2712,0,0,0,2,0,3
2713,0,2,1,2,0,1
2714,0,0,3,3,1,4
2715,0,1,3,0,1,0
2716,0,0,3,3,1,0
2717,0,1,3,2,1,0
2718,0,1,1,0,1,0
2719,0,0,1,4,0,0
2720,0,0,1,2,1,0
2721,0,3,1,2,0,3
2722,0,4,3,3,0,4
2723,0,0,3,0,0,0
2724,0,1,1,2,0,1
2725,0,0,3,2,0,3
2726,0,2,1,2,0,4
2727,3,3,1,2,4,3
2728,0,0,1,2,1,0
2729,0,0,3,3,1,3
2730,0,3,1,2,1,0
2731,1,3,3,1,0,3
2732,0,2,3,3,0,1
2733,0,4,1,2,0,0
2734,4,1,1,3,1,1
2735,1,0,0,1,1,3
2736,0,0,1,1,0,4
2737,0,0,1,2,1,0
2738,1,3,3,1,0,3
2739,1,0,3,1,0,3
2740,0,0,1,2,1,3
2741,1,0,3,1,0,3
2742,0,0,1,2,0,0
2743,4,0,1,1,0,4
2744,3,0,1,1,1,3
2745,0,0,1,2,1,0
2746,0,3,1,0,0,4
2747,0,3,1,0,0,3
2748,0,3,1,4,0,4
2749,0,3,1,3,0,3
2750,0,0,1,2,0,3
2751,0,0,3,2,1,4
2752,0,3,1,2,2,0
2753,3,3,1,2,4,4
2754,0,3,1,2,0,0
2755,0,3,1,0,1,0
2756,3,0,1,0,3,1
2757,0,0,3,0,0,3
2758,0,3,1,2,0,0
2759,0,0,1,3,1,0
2760,3,2,1,2,4,0
2761,3,3,1,4,4,4
2762,0,3,1,2,1,4
2763,0,0,1,0,1,3
2764,0,3,1,2,0,4
2765,0,3,1,0,0,4
2766,0,3,1,0,0,1
2767,0,3,1,1,0,0
2768,0,3,1,0,1,0
2769,0,3,1,0,0,1
2770,0,0,1,1,0,4
2771,0,0,1,3,0,0
2772,0,2,1,4,0,1
2773,0,2,1,3,0,1
2774,1,3,3,1,0,3
2775,0,3,1,0,0,0
2776,3,0,1,2,4,0
2777,4,0,1,1,0,4
2778,3,3,1,4,1,0
2779,0,2,1,0,0,4
2780,4,0,1,1,0,4
2781,0,2,1,4,1,1
2782,2,3,1,1,1,3
2783,0,3,1,0,0,3
2784,3,3,1,0,0,0
2785,0,0,1,3,1,0
2786,0,3,1,1,0,1
2787,0,2,1,1,0,1
2788,2,0,1,1,0,0
2789,0,3,1,2,0,0
2790,0,3,1,2,0,0
2791,1,0,3,1,0,0
2792,0,0,1,4,1,0
2793,0,0,1,2,0,0
2794,1,2,1,1,0,3
2795,1,0,3,1,0,0
2796,1,0,1,2,0,3
2797,3,0,1,0,4,1
2798,0,3,1,0,0,3
2799,1,0,3,1,0,3
2800,0,0,3,2,0,3
2801,0,0,1,1,1,3
2802,0,2,1,0,0,4
2803,2,0,1,1,0,4
2804,0,0,3,2,1,3
2805,0,0,1,1,0,0
2806,1,0,3,1,1,3
2807,0,0,3,2,0,3
2808,0,0,1,0,0,3
2809,0,0,3,3,3,3
2810,0,3,1,2,0,3
2811,0,0,1,0,1,1
2812,0,0,0,2,1,0
2813,0,0,1,2,1,3
2814,0,0,1,3,1,3
2815,0,0,1,2,1,3
2816,0,0,1,1,0,4
2817,0,3,0,2,0,0
2818,1,0,3,1,0,3
2819,0,2,1,1,0,3
2820,0,0,3,4,1,0
2821,0,0,3,3,0,3
2822,2,1,0,2,0,0
2823,2,3,1,0,0,3
2824,0,3,1,1,1,3
2825,0,3,3,2,0,3
2826,0,0,1,1,1,3
2827,0,1,3,3,0,0
2828,0,3,3,3,0,4
2829,0,0,0,4,0,0
2830,0,3,1,2,1,3
2831,3,4,3,2,0,0
2832,3,0,1,1,4,1
2833,0,3,0,2,0,4
2834,0,0,3,3,0,3
2835,0,0,2,0,0,3
2836,1,0,3,1,0,3
2837,1,0,4,1,1,3
2838,0,2,3,2,0,3
2839,0,0,1,4,0,4
2840,0,2,1,2,0,1
2841,0,2,3,3,0,0
2842,0,3,1,4,0,3
2843,3,1,0,3,4,0
2844,0,2,1,2,0,1
2845,0,0,3,2,0,3
2846,4,0,3,3,1,0
2847,0,3,3,4,0,3
2848,0,3,3,4,1,3
2849,0,3,1,2,3,3
2850,0,0,1,2,1,3
2851,1,1,0,1,0,3
2852,0,3,1,0,0,3
2853,0,0,1,2,0,3
2854,0,3,1,2,1,3
2855,0,0,0,4,1,3
2856,0,0,3,4,1,3
2857,2,0,0,3,0,0
2858,0,1,3,2,0,0
2859,0,0,3,3,0,0
2860,0,2,1,0,0,3
2861,1,3,3,1,0,3
2862,0,3,3,2,0,3
2863,2,0,1,1,0,0
2864,0,0,1,2,0,3
2865,3,0,1,2,0,3
2866,0,0,1,2,0,4
2867,0,3,0,3,0,0
2868,0,0,3,3,1,0
2869,1,3,3,1,1,0
2870,0,3,2,0,0,3
2871,1,2,1,1,0,0
2872,1,0,3,1,4,4
2873,1,0,3,1,4,0
2874,0,0,3,2,0,0
2875,0,0,3,2,1,3
2876,0,0,3,3,1,3
2877,0,0,1,0,2,0
2878,1,0,3,1,0,0
2879,1,4,3,1,4,0
2880,3,2,3,3,4,3
2881,1,0,3,1,0,0
2882,0,0,1,3,0,1
2883,3,0,1,3,1,3
2884,0,0,3,2,0,0
2885,2,0,1,2,0,0
2886,0,1,1,0,0,1
2887,0,2,3,3,0,0
2888,3,1,3,2,4,3
2889,0,2,1,0,0,3
2890,0,0,3,2,1,3
2891,3,2,3,2,0,3
2892,0,0,0,3,1,4
2893,3,0,1,0,4,3
2894,0,2,0,3,1,4
2895,0,0,1,4,1,3
2896,0,0,3,1,0,3
2897,2,0,0,2,0,3
2898,0,0,1,0,0,3
2899,3,2,3,3,4,1
2900,3,0,1,2,2,3
2901,0,0,3,3,0,0
2902,0,2,1,0,0,0
2903,0,3,1,0,0,3
2904,0,2,1,3,0,4
2905,0,3,1,0,0,3
2906,1,1,3,1,0,3
2907,2,3,0,2,0,0
2908,3,0,1,0,4,4
2909,0,2,1,2,0,4
2910,1,3,3,1,0,4
2911,1,3,3,1,0,0
2912,3,3,0,2,0,0
2913,1,0,0,1,1,0
2914,0,0,1,2,0,4
2915,0,1,1,0,0,0
2916,3,0,3,2,4,4
2917,0,2,3,3,0,4
2918,0,0,3,3,0,0
2919,0,2,1,0,0,0
2920,0,1,1,0,0,0
2921,1,2,3,1,0,3
2922,0,0,4,0,0,1
2923,1,0,3,1,0,3
2924,1,0,3,1,0,3
2925,0,0,3,0,3,3
2926,1,0,0,1,0,0
2927,0,3,1,2,0,1
2928,1,0,0,1,1,3
2929,0,0,1,4,0,0
2930,0,0,4,3,0,4
2931,0,0,1,4,0,4
2932,0,0,0,2,0,0
2933,1,0,3,1,0,4
2934,0,0,1,2,0,4
2935,0,0,1,4,1,0
2936,0,3,0,4,1,3
2937,0,3,1,2,1,0
2938,1,0,3,1,0,3
2939,3,2,1,3,0,0
2940,0,3,1,4,1,0
2941,0,3,4,2,0,0
2942,0,0,3,0,0,3
2943,0,0,1,2,0,3
2944,0,0,0,4,1,4
2945,0,0,0,3,0,4
2946,1,0,0,1,0,3
2947,3,0,1,3,1,1
2948,0,0,1,1,1,0
2949,0,0,3,4,1,0
2950,3,3,1,0,0,4
2951,0,0,1,1,0,4
2952,3,0,0,4,1,4
2953,0,0,3,2,1,3
2954,0,0,3,0,3,3
2955,0,0,3,0,3,3
2956,0,0,3,0,3,3
2957,0,0,1,4,0,1
2958,3,0,1,0,2,0
2959,0,0,3,0,3,0
2960,0,3,1,1,0,1
2961,0,0,3,0,3,0
2962,0,0,1,3,0,4
2963,0,2,1,0,0,3
2964,0,0,3,3,0,3
2965,0,2,1,0,0,3
2966,0,2,1,0,0,3
2967,0,2,1,0,0,3
2968,0,2,1,0,1,3
2969,0,0,3,1,3,3
2970,2,3,1,0,0,1
2971,0,0,1,0,0,0
2972,0,0,1,3,0,0
2973,0,0,1,1,0,0
2974,1,0,3,1,0,0
2975,0,3,1,1,0,0
2976,0,0,1,2,1,0
2977,0,3,1,0,0,4
2978,0,0,1,1,1,0
2979,1,0,3,1,0,0
2980,0,3,1,4,0,4
2981,0,0,3,2,1,0
2982,0,3,1,3,1,0
2983,1,0,0,1,0,3
2984,1,3,3,1,0,3
2985,0,3,1,0,0,0
2986,0,3,1,0,0,0
2987,0,1,1,4,1,3
2988,0,0,3,4,0,4
2989,3,0,0,2,4,1
2990,2,3,1,1,0,1
2991,0,0,1,2,0,3
2992,0,0,3,1,0,0
2993,0,0,0,2,0,3
2994,1,2,3,1,0,3
2995,0,2,1,0,0,0
2996,0,0,1,1,2,3
2997,3,0,0,3,0,4
2998,3,3,0,2,4,3
2999,0,0,1,1,0,3
3000,0,0,2,4,0,0
3001,0,3,1,4,1,3
3002,0,0,1,1,0,4
3003,0,0,1,1,3,3
3004,0,0,1,2,0,0
3005,0,1,3,2,0,4
3006,0,2,1,3,0,4
3007,0,0,3,3,1,3
3008,0,0,0,3,0,3
3009,0,3,3,4,1,3
3010,2,3,1,4,1,4
3011,0,2,3,4,1,4
3012,1,0,3,1,0,4
3013,1,2,3,1,1,0
3014,0,0,0,4,1,3
3015,3,0,2,0,4,3
3016,0,3,1,2,2,4
3017,0,0,3,4,1,4
3018,0,3,1,0,0,0
3019,0,3,1,4,1,4
3020,0,2,3,4,1,4
3021,0,3,1,0,0,3
3022,0,3,1,0,0,3
3023,0,0,3,2,0,3
3024,0,3,1,0,0,0
3025,0,0,1,2,2,3
3026,0,0,0,4,1,3
3027,0,0,3,2,1,3
3028,0,0,3,1,1,3
3029,1,3,0,1,0,0
3030,3,0,3,2,4,0
3031,0,3,1,4,1,3
3032,0,4,3,2,0,0
3033,0,3,1,1,1,3
3034,0,1,1,2,0,4
3035,1,0,0,1,1,3
3036,0,0,3,3,1,3
3037,0,2,3,0,0,3
3038,0,3,3,3,0,3
3039,3,0,1,1,4,0
3040,3,3,3,2,1,0
3041,0,2,3,2,0,0
3042,0,0,3,4,1,0
3043,0,0,1,3,1,4
3044,0,3,1,0,0,0
3045,0,0,0,3,1,3
3046,0,3,1,2,0,0
3047,0,4,3,3,0,0
3048,0,3,1,4,1,0
3049,0,1,3,2,0,3
3050,0,3,3,0,3,0
3051,0,0,1,2,2,3
3052,0,0,1,2,1,0
3053,0,3,1,2,1,0
3054,0,2,1,0,0,4
3055,0,0,1,2,1,1
3056,0,0,1,2,1,0
3057,0,0,1,2,2,4
3058,0,0,1,0,3,0
3059,0,0,1,1,1,3
3060,0,0,3,0,0,4
3061,0,0,1,2,2,4
3062,0,2,1,2,0,0
3063,3,0,3,0,4,0
3064,0,0,2,4,1,3
3065,0,0,1,2,0,1
3066,3,0,3,2,4,3
3067,0,0,3,2,0,3
3068,0,0,1,2,0,4
3069,0,3,3,2,0,4
3070,0,0,1,3,0,0
3071,0,1,1,1,1,3
3072,0,1,1,1,0,0
3073,0,2,1,0,0,0
3074,0,1,1,3,0,3
3075,0,3,1,1,0,0
3076,0,3,1,0,0,3
3077,1,2,1,1,0,3
3078,1,0,1,1,0,3
3079,1,3,1,1,0,3
3080,0,0,1,1,0,3
3081,0,2,1,0,1,3
3082,0,3,1,1,1,0
3083,0,0,1,0,1,3
3084,0,2,1,3,1,0
3085,0,0,1,0,2,3
3086,1,3,3,1,1,0
3087,1,1,3,1,1,3
3088,0,0,1,3,1,3
3089,0,3,1,0,0,3
3090,0,3,1,1,1,4
3091,0,0,0,3,0,3
3092,0,0,1,1,1,0
3093,2,3,1,4,0,0
3094,1,0,3,1,0,3
3095,1,3,3,1,1,3
3096,0,1,1,2,1,0
3097,0,0,1,0,0,3
3098,1,0,0,1,1,3
3099,0,3,1,4,0,3
3100,1,0,3,1,1,3
3101,1,2,3,1,1,3
3102,1,0,3,1,1,3
3103,2,3,1,0,0,0
3104,2,3,3,2,0,0
3105,1,0,3,1,1,3
3106,1,2,3,1,1,0
3107,0,0,0,3,1,1
3108,1,0,1,1,0,4
3109,0,2,1,0,0,4
3110,3,0,3,3,4,0
3111,1,2,3,1,0,3
3112,0,0,3,3,0,0
3113,1,3,1,1,0,3
3114,0,0,1,3,1,3
3115,0,3,0,3,1,0
3116,0,0,0,3,0,0
3117,1,2,1,1,0,3
3118,0,4,1,1,0,1
3119,0,0,1,2,0,0
3120,0,0,3,4,1,0
3121,0,0,3,0,0,0
3122,0,0,1,2,1,0
3123,3,0,3,3,4,0
3124,0,1,1,1,3,0
3125,0,3,1,1,2,1
3126,0,0,3,0,0,0
3127,0,3,3,4,1,0
3128,1,0,0,1,1,3
3129,0,1,1,2,0,4
3130,0,0,1,0,0,4
3131,0,0,1,1,1,0
3132,0,2,1,1,1,0
3133,0,0,0,3,0,4
3134,0,0,1,3,0,0
3135,1,0,3,1,0,3
3136,0,0,1,1,1,0
3137,0,3,1,1,1,3
3138,4,0,1,4,1,0
3139,0,3,1,3,0,4
3140,0,0,1,1,0,0
3141,0,3,1,1,2,3
3142,0,0,3,2,1,3
3143,3,0,1,2,4,4
3144,0,3,1,1,1,4
3145,3,2,0,3,1,0
3146,0,2,1,1,1,0
3147,1,0,0,1,0,3
3148,0,0,1,2,0,0
3149,0,0,0,3,0,4
3150,0,0,1,4,1,0
3151,0,0,1,2,1,0
3152,0,0,3,3,1,0
3153,0,2,0,3,0,4
3154,0,0,1,0,3,3
3155,3,0,1,2,1,0
3156,0,2,3,1,0,0
3157,2,3,1,1,1,0
3158,1,0,3,1,1,0
3159,0,2,1,1,0,3
3160,0,0,1,3,0,0
3161,3,1,1,4,1,0
3162,0,0,1,2,0,3
3163,0,0,1,2,1,0
3164,0,2,1,1,1,3
3165,3,1,1,2,1,4
3166,0,0,1,3,0,0
3167,0,0,3,2,0,0
3168,0,0,1,0,1,1
3169,0,0,1,2,0,4
3170,0,0,1,2,1,3
3171,3,0,1,2,4,0
3172,0,0,1,2,0,3
3173,0,0,1,2,0,0
3174,0,0,1,3,0,0
3175,0,2,1,1,2,0
3176,0,2,1,1,2,0
3177,0,3,3,3,1,0
3178,0,0,3,1,0,3
3179,3,0,1,3,1,4
3180,0,3,1,1,2,3
3181,0,0,1,0,0,0
3182,0,0,1,2,1,3
3183,0,2,1,2,1,4
3184,0,0,1,4,0,0
3185,0,2,1,1,1,3
3186,2,0,1,0,0,0
3187,0,0,1,1,1,1
3188,0,0,3,1,0,3
3189,3,0,3,1,4,3
3190,3,0,1,3,1,4
3191,1,0,1,2,0,0
3192,0,1,1,4,0,0
3193,0,0,3,1,1,3
3194,0,0,1,2,0,0
3195,4,0,1,2,0,3
3196,0,3,1,1,1,3
3197,3,3,1,2,4,0
3198,0,0,1,3,1,0
3199,0,0,1,3,0,0
3200,0,0,0,0,1,3
3201,0,0,1,2,1,3
3202,0,0,1,1,1,0
3203,0,0,1,4,1,0
3204,0,0,1,2,1,0
3205,0,0,1,1,1,0
3206,3,0,1,3,4,0
3207,0,0,1,2,0,4
3208,3,1,1,4,0,4
3209,0,3,1,1,1,3
3210,3,0,1,1,1,3
3211,4,0,1,3,3,3
3212,0,3,1,1,0,3
3213,3,0,1,2,1,0
3214,0,3,1,1,1,3
3215,0,0,1,3,1,3
3216,0,0,1,2,0,0
3217,0,3,1,1,1,3
3218,0,3,1,1,1,3
3219,0,3,1,1,1,3
3220,0,3,1,1,1,3
3221,0,0,1,1,2,3
3222,0,0,1,3,0,0
3223,0,0,1,3,0,0
3224,0,4,1,3,1,0
3225,1,0,3,1,0,3
3226,3,0,1,3,4,4
3227,3,0,1,2,1,0
3228,3,0,1,2,4,0
3229,3,1,1,4,1,1
3230,0,1,1,3,1,0
3231,1,0,3,1,0,3
3232,0,3,1,1,0,3
3233,0,3,1,1,0,3
3234,0,0,1,2,1,0
3235,3,0,1,4,1,4
3236,0,0,1,1,1,3
3237,3,0,1,1,1,3
3238,3,0,1,2,4,0
3239,0,0,1,2,0,0
3240,1,0,1,4,0,0
3241,0,0,1,3,0,0
3242,0,0,1,2,0,0
3243,0,3,1,1,1,3
3244,0,0,1,1,3,1
3245,0,0,1,2,0,0
3246,3,2,1,2,1,0
3247,2,0,1,0,0,0
3248,0,2,3,4,1,4
3249,0,0,1,2,0,0
3250,0,0,1,1,0,3
3251,3,0,1,0,2,0
3252,1,3,1,1,0,3
3253,0,0,1,4,0,0
3254,0,3,1,4,0,0
3255,3,0,1,4,0,4
3256,0,0,1,2,0,0
3257,0,0,1,1,0,0
3258,0,0,3,2,1,3
3259,0,0,1,3,1,0
3260,0,1,3,2,0,0
3261,3,0,1,2,4,1
3262,3,3,1,0,4,0
3263,1,3,0,1,0,3
3264,0,3,3,2,0,0
3265,0,0,3,3,0,1
3266,0,0,3,2,1,0
3267,1,0,0,1,0,0
3268,0,3,1,0,1,1
3269,2,1,1,0,0,3
3270,3,0,1,0,1,1
3271,1,0,4,1,1,0
3272,0,3,1,0,1,1
3273,0,2,1,3,0,4
3274,0,0,1,0,1,1
3275,0,2,1,4,0,1
3276,0,0,1,3,1,0
3277,0,3,1,0,0,1
3278,0,3,1,2,0,4
3279,0,3,3,3,0,3
3280,1,0,3,1,0,4
3281,1,3,0,1,0,3
3282,0,0,3,2,0,3
3283,0,2,4,3,0,0
3284,0,0,1,3,0,0
3285,1,0,0,1,0,3
3286,3,1,3,3,4,4
3287,0,0,3,4,1,4
3288,1,0,0,1,1,0
3289,0,3,1,2,2,1
3290,3,2,1,3,2,4
3291,3,3,3,2,1,4
3292,0,1,3,2,0,4
3293,1,0,3,1,0,3
3294,0,0,1,0,0,0
3295,2,3,1,0,0,0
3296,1,0,0,1,4,3
3297,0,0,3,2,2,0
3298,1,3,0,1,0,0
3299,0,3,4,2,0,3
3300,0,4,3,2,0,0
3301,0,1,3,3,0,0
3302,0,3,3,3,1,3
3303,0,0,0,3,1,3
3304,0,3,4,2,0,0
3305,0,3,3,4,1,3
3306,0,0,3,4,1,3
3307,3,1,3,4,1,0
3308,3,0,4,4,1,3
3309,0,0,1,3,0,0
3310,0,0,3,3,0,4
3311,0,0,3,2,1,3
3312,0,3,3,4,1,4
3313,0,0,1,2,0,4
3314,0,2,1,1,0,3
3315,0,2,3,2,0,4
3316,0,3,3,2,0,0
3317,3,2,1,0,4,3
3318,2,0,4,2,0,0
3319,0,0,1,3,0,0
3320,0,3,3,4,1,0
3321,0,0,3,4,0,3
3322,0,0,1,2,2,4
3323,0,3,3,4,1,1
3324,0,3,3,2,0,3
3325,0,0,3,2,1,3
3326,0,1,1,3,0,1
3327,0,0,1,2,1,4
3328,0,1,1,2,0,4
3329,0,1,1,1,0,4
3330,0,2,1,1,0,4
3331,0,2,1,4,0,4
3332,0,0,1,2,0,4
3333,0,0,0,0,3,1
3334,2,3,4,2,0,3
3335,0,3,3,2,1,3
3336,0,2,1,1,0,0
3337,0,3,1,0,0,3
3338,0,1,1,4,0,1
3339,0,0,1,0,0,4
3340,0,2,3,0,0,3
3341,2,3,1,0,0,1
3342,2,2,1,1,0,0
3343,2,0,1,1,0,1
3344,3,2,1,1,1,3
3345,0,0,1,0,1,3
3346,2,2,1,0,0,1
3347,0,3,1,1,0,3
3348,0,0,1,1,1,3
3349,0,2,1,1,0,0
3350,0,0,1,2,0,0
3351,1,0,1,1,0,3
3352,0,3,1,0,0,3
3353,0,2,1,1,0,0
3354,0,0,1,3,0,0
3355,3,0,1,2,2,1
3356,0,3,1,2,1,3
3357,3,0,1,0,4,0
3358,0,3,1,1,0,3
3359,0,3,1,2,1,4
3360,2,3,1,1,0,0
3361,0,0,1,1,0,3
3362,0,2,1,1,0,3
3363,0,0,1,3,0,3
3364,0,0,1,1,0,3
3365,0,0,1,1,0,1
3366,0,0,1,1,0,3
3367,3,2,1,1,4,0
3368,0,1,3,2,0,0
3369,1,0,3,1,0,0
3370,1,0,3,1,0,0
3371,0,3,1,1,0,4
3372,1,1,1,1,0,3
3373,0,0,3,4,0,0
3374,1,0,3,1,1,0
3375,0,0,1,2,0,3
3376,0,3,1,3,0,0
3377,1,3,1,1,0,3
3378,0,0,1,1,0,0
3379,1,2,3,1,0,0
3380,0,2,1,2,0,0
3381,0,0,1,2,0,1
3382,1,3,0,1,1,0
3383,1,1,3,1,0,3
3384,1,0,3,1,0,4
3385,0,0,0,3,0,0
3386,1,2,3,1,1,3
3387,0,1,1,0,0,3
3388,0,2,1,1,0,4
3389,0,0,1,2,1,0
3390,0,2,3,2,0,3
3391,0,0,1,2,0,1
3392,0,3,1,3,0,0
3393,3,2,1,3,4,4
3394,1,3,3,1,0,3
3395,0,3,1,2,0,3
3396,3,0,1,2,1,4
3397,0,3,1,3,0,1
3398,0,3,1,2,0,0
3399,3,2,1,3,4,0
3400,0,2,3,4,1,0
3401,0,0,1,4,0,4
3402,0,0,1,0,2,1
3403,0,2,1,2,0,4
3404,1,0,3,1,1,0
3405,0,1,3,2,0,3
3406,1,3,3,1,0,4
3407,0,3,3,0,1,0
3408,0,2,1,1,2,1
3409,0,3,3,2,0,4
3410,0,3,3,0,1,3
3411,0,3,1,2,0,0
3412,3,4,1,1,4,4
3413,0,0,1,2,0,1
3414,3,4,1,1,4,4
3415,3,0,1,0,2,1
3416,0,2,1,2,0,3
3417,0,0,1,4,0,3
3418,0,1,1,3,0,4
3419,0,2,1,2,0,3
3420,0,2,1,1,0,4
3421,3,2,1,3,0,1
3422,0,2,3,2,0,0
3423,0,0,3,3,0,4
3424,0,4,1,1,0,4
3425,3,4,1,3,4,4
3426,1,3,3,1,0,0
3427,0,0,1,0,2,4
3428,3,1,1,0,4,0
3429,3,3,1,1,4,1
3430,3,1,1,0,4,0
3431,0,0,1,2,2,3
3432,0,2,3,2,1,3
3433,0,0,1,3,0,1
3434,0,0,1,3,0,4
3435,2,0,1,1,0,4
3436,0,3,1,4,1,4
3437,0,2,1,2,1,3
3438,3,2,1,2,2,4
3439,0,3,1,2,2,1
3440,0,0,1,2,0,4
3441,3,2,1,4,2,4
3442,0,2,1,0,0,3
3443,0,3,1,2,0,4
3444,0,0,1,3,0,3
3445,2,3,1,1,0,1
3446,0,3,1,4,1,0
3447,0,3,1,4,1,1
3448,3,2,1,4,1,0
3449,1,0,3,1,0,3
3450,0,2,1,0,0,1
3451,1,0,3,1,0,0
3452,0,0,1,2,0,1
3453,0,2,3,4,1,3
3454,0,2,1,2,0,0
3455,3,2,1,3,1,0
3456,0,0,1,1,1,0
3457,2,3,1,1,0,1
3458,0,1,1,2,2,0
3459,0,0,3,4,1,1
3460,3,3,1,2,0,0
3461,0,1,1,2,0,0
3462,0,3,1,0,1,0
3463,0,2,1,4,0,1
3464,3,4,1,4,4,4
3465,0,2,1,2,1,3
3466,3,1,1,0,4,0
3467,0,3,1,3,1,3
3468,0,3,1,2,0,1
3469,0,0,1,4,1,0
3470,1,0,3,1,0,3
3471,3,2,1,2,0,0
3472,0,3,3,3,0,4
3473,3,3,1,0,4,0
3474,0,3,1,0,1,0
3475,0,2,1,1,0,1
3476,0,3,1,3,1,0
3477,4,0,1,2,1,4
3478,0,0,1,2,0,1
3479,0,3,1,4,0,0
3480,0,0,1,4,1,0
3481,0,0,0,3,1,0
3482,0,0,3,2,0,0
3483,2,3,1,1,1,4
3484,0,0,3,2,3,0
3485,0,2,1,2,0,1
3486,0,3,1,4,1,0
3487,0,1,1,1,0,4
3488,0,3,1,4,1,3
3489,0,3,0,2,0,0
3490,0,0,1,3,1,3
3491,0,0,1,3,3,0
3492,0,3,1,4,1,3
3493,3,0,1,4,1,3
3494,2,3,1,1,0,1
3495,3,2,1,0,0,0
3496,0,2,1,2,1,0
3497,0,3,1,2,1,0
3498,0,3,1,2,1,3
3499,0,0,1,2,1,4
3500,3,3,3,4,1,4
3501,0,3,1,4,1,0
3502,0,3,1,4,1,0
3503,3,3,1,0,1,0
3504,0,0,1,2,0,4
3505,0,2,1,2,1,4
3506,0,3,1,0,1,4
3507,0,0,1,0,1,3
3508,3,1,1,3,4,4
3509,0,0,1,3,1,4
3510,0,2,1,4,0,0
3511,3,3,1,2,4,0
3512,0,3,1,3,2,1
3513,0,0,3,2,3,3
3514,2,0,0,2,0,4
3515,1,3,3,1,0,4
3516,0,3,1,0,1,3
3517,0,0,1,2,0,4
3518,0,3,0,2,0,1
3519,0,4,1,3,0,0
3520,0,0,3,0,3,3
3521,0,2,1,0,0,0
3522,0,0,0,0,1,0
3523,0,3,1,0,1,0
3524,2,4,1,0,0,4
3525,1,3,3,1,0,3
3526,0,3,1,0,1,3
3527,2,3,1,1,0,0
3528,0,2,3,4,0,4
3529,0,3,1,1,2,1
3530,0,0,1,2,2,3
3531,0,1,1,1,0,1
3532,0,0,1,3,0,3
3533,0,1,1,4,1,0
3534,0,0,1,4,1,0
3535,3,3,0,2,0,0
3536,2,3,1,1,0,4
3537,0,0,1,0,0,0
3538,0,0,1,0,0,4
3539,0,0,1,2,0,3
3540,0,3,1,0,3,4
3541,0,3,1,4,1,0
3542,0,0,3,3,1,4
3543,0,2,1,4,1,0
3544,0,1,1,2,0,4
3545,0,0,2,0,0,1
3546,0,0,1,2,0,1
3547,0,3,3,2,1,0
3548,0,0,1,0,2,0
3549,0,0,0,3,0,0
3550,0,0,0,2,0,0
3551,0,3,1,2,0,3
3552,0,0,1,2,0,0
3553,0,2,1,1,0,4
3554,0,3,1,2,0,3
3555,0,0,1,3,0,0
3556,0,3,1,4,0,4
3557,0,3,1,4,1,3
3558,0,0,3,3,0,4
3559,0,0,1,2,3,3
3560,0,3,1,2,2,0
3561,0,0,1,0,3,3
3562,1,0,0,1,0,3
3563,0,0,1,2,3,3
3564,0,0,1,2,2,3
3565,0,3,0,2,0,0
3566,1,0,0,1,0,3
3567,0,0,3,2,0,0
3568,1,3,3,1,0,0
3569,0,0,0,2,0,4
3570,0,3,1,0,0,0
3571,0,0,1,0,2,0
